courseSection,courseName,instructor,units,days,startTimes,endTimes,location
ENVS 5,My Environment,,5,F,8:30 AM,11:15 AM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
ENVS 5,My Environment,,5,T Th,8:30 AM,10:10 AM,Rm 102 Alameda hall
PHSC 192,Peer Advising Practicum,Michele Parker,1,,,,
PHSC 196,Peer Health Education,,2,,,,
ENVS 21,Environmental Biology L and L,Michelle Marvier,5,Th,2:15 PM,5:00 PM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
ENVS 21,Environmental Biology L and L,Michelle Marvier,5,T,2:15 PM,5:00 PM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
ENVS 21,Environmental Biology L and L,Michelle Marvier,5,T Th,10:20 AM,12:00 PM,Rm 104 Alameda hall
PHSC 197,Public Health Internship,Michele Parker,2,M,3:30 PM,5:15 PM,
PHSC 198,Peer Health Educator Practicum,,4,,,,
ENVS 110,Environmental Statistics L and L,John Dialesandro,5,Th,8:30 AM,11:15 AM,
ENVS 110,Environmental Statistics L and L,John Dialesandro,5,W,2:15 PM,5:00 PM,Rm 256 Alumni Science Hall
ENVS 110,Environmental Statistics L and L,John Dialesandro,5,M W F,10:30 AM,11:35 AM,
SPAN 100,Introduction to Cultural Analysis in Spanish,Jose Ortigas,5,T Th,2:00 PM,3:40 PM,Rm 231 Mayer Theatre
ENVS 160,Water Resources L and L,Iris Stewart-Frey,5,M,2:45 PM,5:30 PM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
ENVS 160,Water Resources L and L,Iris Stewart-Frey,5,M,11:45 AM,2:30 PM,RM 3205 Sobrato Campus for Discovery and Innovation (STEM)
ENVS 160,Water Resources L and L,Iris Stewart-Frey,5,M W F,9:15 AM,10:20 AM,Rm 104 Alameda hall
SPAN 103,Spanish Words and Phrases,Laura Callahan,5,M W F,3:30 PM,4:35 PM,Rm 109 O'Connor Hall
SPAN 104,My Hispanic Heritage - Language & Identity,Abel Cruz Flores,5,M W F,10:30 AM,11:35 AM,Rm 007 Casa Italiana Residence
SPAN 114,US - Mexico Border Narratives,Jose Ortigas,5,T Th,12:10 PM,1:50 PM,Rm 231 Mayer Theatre
SPAN 176,Spanish and Latinxs in the U.S.: Race,Laura Callahan,5,M W F,2:15 PM,3:20 PM,Rm 109 O'Connor Hall
MUSC 1,Music Theory I,Teresa McCollough,4,M W F,3:30 PM,4:35 PM,Rm 119 Music And Dance
MUSC 1A,Musicianship I,William Stevens,4,M W F,10:30 AM,11:35 AM,Rm 233 Music And Dance
MUSC 1A,Musicianship I,William Stevens,4,M W F,9:15 AM,10:20 AM,Rm 233 Music And Dance
FNCE 135,Applied Investment Management,Chinh Nguyen,5,M W F,1:00 PM,2:05 PM,Rm 209 Lucas Hall
MUSC 2,Music Theory II,,4,,,,
CENG 7,Graphic Communication,Tonya Nilsson,3,T Th,10:20 AM,12:00 PM,Rm 209 O'Connor Hall
CENG 7,Graphic Communication,Hisham Said,3,T Th,12:10 PM,1:50 PM,Rm 209 O'Connor Hall
CENG 7L,Graphic Communication Lab,,1,T,2:15 PM,5:00 PM,Rm 107 Heafey Hall
CENG 7L,Graphic Communication Lab,,1,Th,2:15 PM,5:00 PM,Rm 107 Heafey Hall
CENG 15,Computer Applications in Civil Engineering,Laura Doyle,3,T Th,8:30 AM,10:10 AM,Rm 102 O'Connor Hall
CENG 41,Mechanics I: Statics,,4,M W F,1:00 PM,2:05 PM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
CENG 41,Mechanics I: Statics,,4,M W F,11:45 AM,12:50 PM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
CENG 41,Mechanics I: Statics,Rocio Lilen Segura,4,M W F,10:30 AM,11:35 AM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
CENG 41,Mechanics I: Statics,Rocio Lilen Segura,4,M W F,9:15 AM,10:20 AM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
CENG 43,Mechanics III: Strength of Materials,,4,T Th,12:10 PM,1:50 PM,Rm 110 O'Connor Hall
CENG 43L,Mechanics III: Strength of Materials Lab,,1,M,2:15 PM,5:00 PM,RM 1321 Sobrato Campus for Discovery and Innovation (STEM)
MUSC 7,Introduction to Listening: Global Music,Ray Furuta,4,T Th,8:30 AM,10:10 AM,Rm 119 Music And Dance
MUSC 9,Introduction to Listening: Electronic Music,,4,M W F,11:45 AM,12:50 PM,Rm 122 Edward M. Dowd Art & Art History
MUSC 34,Beginning Voice Class,Nancy Wait-Kromm,4,T Th,10:20 AM,12:00 PM,Rm 106 Music And Dance - Rehearsal Hall
MUSC 34,Beginning Voice Class,Nancy Wait-Kromm,4,T Th,2:00 PM,3:40 PM,Rm 106 Music And Dance - Rehearsal Hall
MUSC 104,Music Theory IV,,5,,,,
COEN 20,Introduction to Embedded Systems,,4,T Th,12:10 PM,1:50 PM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 20,Introduction to Embedded Systems,Farokh Eskafi,4,M W F,8:00 AM,9:05 AM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 20,Introduction to Embedded Systems,Farokh Eskafi,4,M W F,1:00 PM,2:05 PM,Rm 129 Heafey Hall
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,M,2:15 PM,5:00 PM,Rm 112 Heafey Hall
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,T,2:15 PM,5:00 PM,Rm 112 Heafey Hall
MUSC 105,Modal Musicianship,William Stevens,5,T Th,2:00 PM,3:40 PM,Rm 233 Music And Dance
MUSC 116,Music at Noon,Ray Furuta,1,M W,11:45 AM,12:50 PM,Rm 103 Music And Dance - Recital Hall
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,T,5:15 PM,8:00 PM,Rm 112 Heafey Hall
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,W,2:15 PM,5:00 PM,Rm 112 Heafey Hall
MUSC 132,The History of Hip Hop,Christina Zanfagna,5,T Th,10:20 AM,12:00 PM,Rm 119 Music And Dance
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,Th,2:15 PM,5:00 PM,Rm 112 Heafey Hall
MUSC 134,Popular Music,,5,,,,
COEN 20L,Embedded Systems Laboratory,Farokh Eskafi,1,F,2:15 PM,5:00 PM,Rm 112 Heafey Hall
COEN 60,Introduction to Web Technologies,Ihan Hsiao,4,T Th,12:10 PM,1:50 PM,Rm 129 Heafey Hall
COEN 60L,Introduction to Web Technologies Laboratory,Ihan Hsiao,1,M,2:15 PM,5:00 PM,Rm 215 Heafey Hall
COEN 79,Object-Oriented Programming and Advanced Data Structures,,4,M W F,8:00 AM,9:05 AM,RM 1301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 79,Object-Oriented Programming and Advanced Data Structures,Behnam Dezfouli,4,M W F,9:15 AM,10:20 AM,RM 3301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 79L,Object-Oriented Programming and Data Structures Laboratory,Behnam Dezfouli,1,Th,9:15 AM,12:00 PM,Rm 224 Heafey Hall
COEN 79L,Object-Oriented Programming and Data Structures Laboratory,Behnam Dezfouli,1,Th,2:15 PM,5:00 PM,Rm 224 Heafey Hall
COEN 79L,Object-Oriented Programming and Data Structures Laboratory,,1,F,2:15 PM,5:00 PM,Rm 224 Heafey Hall
COEN 79L,Object-Oriented Programming and Data Structures Laboratory,,1,F,5:15 PM,8:00 PM,Rm 224 Heafey Hall
COEN 140,Machine Learning and Data Mining,Yi Fang,4,T Th,10:20 AM,12:00 PM,RM 3115 Sobrato Campus for Discovery and Innovation (STEM)
COEN 140L,Machine Learning and Data Mining Laboratory,Yi Fang,1,T,2:15 PM,5:00 PM,Rm 215 Heafey Hall
COEN 140L,Machine Learning and Data Mining Laboratory,Yi Fang,1,W,2:15 PM,5:00 PM,Rm 215 Heafey Hall
COEN 145,Introduction to Parallel Computing,Dragos Anastasiu,4,T Th,8:30 AM,10:10 AM,RM 3301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 145L,Introduction to Parallel Computing Laboratory,Dragos Anastasiu,1,W,2:15 PM,5:05 PM,Rm 111 Heafey Hall
COEN 146,Computer Networks,Ahmed Amer,4,T Th,8:30 AM,10:10 AM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
COEN 146,Computer Networks,Behnam Dezfouli,4,M W F,9:15 AM,10:20 AM,Rm 105 Alameda hall
COEN 146L,Computer Networks Laboratory,Behnam Dezfouli,1,W,5:15 PM,8:00 PM,Rm 106 Heafey Hall
COEN 146L,Computer Networks Laboratory,Behnam Dezfouli,1,Th,2:15 PM,5:00 PM,Rm 106 Heafey Hall
COEN 146L,Computer Networks Laboratory,Ahmed Amer,1,Th,5:15 PM,8:00 PM,Rm 106 Heafey Hall
COEN 146L,Computer Networks Laboratory,Ahmed Amer,1,F,2:15 PM,5:00 PM,Rm 106 Heafey Hall
COEN 148,Computer Graphics System,Yuan Wang,4,T Th,7:10 AM,9:00 AM,
BUSN 85,Business Law,Michael Dana,4,M W F,3:30 PM,4:35 PM,
BUSN 85,Business Law,Michael Dana,4,M W F,10:30 AM,11:35 AM,Rm 108 Edward M. Dowd Art & Art History
BUSN 85,Business Law,Michael Dana,4,M W F,11:45 AM,12:50 PM,Rm 209 Lucas Hall
BUSN 85,Business Law,Michael Dana,4,M W F,2:15 PM,3:20 PM,Rm 134 Vari Hall
BUSN 85,Business Law,Marshall Mort,4,T Th,8:30 AM,10:10 AM,Rm 207 O'Connor Hall
BUSN 85,Business Law,Marshall Mort,4,T Th,10:20 AM,12:00 PM,Rm 207 O'Connor Hall
BUSN 85,Business Law,,4,T Th,2:00 PM,3:40 PM,Rm 108 Edward M. Dowd Art & Art History
BUSN 85,Business Law,,4,T Th,3:50 PM,5:30 PM,Rm 302 Alumni Science Hall
BUSN 132,Contemplative Leadership and Sustainability Program,,2,Th,10:20 AM,12:00 PM,Rm 134 Vari Hall
BUSN 179,Effective Communication in Business,Reginald Duhe,5,M W F,9:15 AM,10:20 AM,Rm 114 Aloysius Varsi Hall
BUSN 179,Effective Communication in Business,Reginald Duhe,5,M W F,10:30 AM,11:35 AM,Rm 114 Aloysius Varsi Hall
BUSN 179,Effective Communication in Business,Reginald Duhe,5,M W F,11:45 AM,12:50 PM,Rm 134 Vari Hall
BUSN 179,Effective Communication in Business,Brett Yokom,5,T Th,10:20 AM,12:00 PM,Rm 114 Aloysius Varsi Hall
BUSN 179,Effective Communication in Business,Brett Yokom,5,T Th,12:10 PM,1:50 PM,Rm 114 Aloysius Varsi Hall
BUSN 179,Effective Communication in Business,,5,T Th,12:10 PM,1:50 PM,Rm 310 Kenna Hall
BUSN 179,Effective Communication in Business,,5,T Th,2:00 PM,3:40 PM,Rm 134 Vari Hall
BUSN 179,Effective Communication in Business,,5,M W,5:25 PM,7:10 PM,
BUSN 179,Effective Communication in Business,,5,T Th,3:50 PM,5:30 PM,Rm 134 Vari Hall
ECON 1,Principles of Microeconomics,Patricia Cameron-Loyd,4,M W F,1:00 PM,2:05 PM,Rm 207 Lucas Hall
ECON 1,Principles of Microeconomics,Patricia Cameron-Loyd,4,M W F,2:15 PM,3:20 PM,Rm 207 Lucas Hall
ECON 1,Principles of Microeconomics,Patricia Cameron-Loyd,4,M W F,3:30 PM,4:35 PM,Rm 207 Lucas Hall
ECON 1,Principles of Microeconomics,Damian Park,4,M W F,9:15 AM,10:20 AM,
ECON 1,Principles of Microeconomics,Damian Park,4,M W F,10:30 AM,11:35 AM,Rm 120 Alumni Science Hall
ECON 1,Principles of Microeconomics,Damian Park,4,M W F,11:45 AM,12:50 PM,Rm 133 Vari Hall
ECON 1,Principles of Microeconomics,Orkhan Hasanaliyev,4,M W F,1:00 PM,2:05 PM,Rm 309 Lucas Hall
ECON 1,Principles of Microeconomics,Orkhan Hasanaliyev,4,M W F,2:15 PM,3:20 PM,Rm 309 Lucas Hall
ECON 1,Principles of Microeconomics,Hui Huang,4,T Th,3:50 PM,5:30 PM,Rm 129 Vari Hall
ECON 1,Principles of Microeconomics,,4,T Th,12:10 PM,1:50 PM,Rm 105 O'Connor Hall
ECON 1,Principles of Microeconomics,,4,T Th,2:00 PM,3:40 PM,Rm 212 Kenna Hall
ECON 2,Principles of Macroeconomics,Vito Cormun,4,T Th,10:20 AM,12:00 PM,Rm 206 O'Connor Hall
ECON 2,Principles of Macroeconomics,Vito Cormun,4,T Th,2:00 PM,3:40 PM,Rm 308 Lucas Hall
ECON 2,Principles of Macroeconomics,Vito Cormun,4,T Th,3:50 PM,5:30 PM,Rm 308 Lucas Hall
ECON 2,Principles of Macroeconomics,Wenxin Xie,4,M W F,9:15 AM,10:20 AM,Rm 310 Lucas Hall
ECON 2,Principles of Macroeconomics,Wenxin Xie,4,M W F,10:30 AM,11:35 AM,Rm 310 Lucas Hall
ECON 2,Principles of Macroeconomics,Wenxin Xie,4,M W F,2:15 PM,3:20 PM,Rm 209 Lucas Hall
ECON 2,Principles of Macroeconomics,,4,M W F,11:45 AM,12:50 PM,Rm 310 Lucas Hall
ECON 2,Principles of Macroeconomics,,4,M W F,1:00 PM,2:05 PM,Rm 133 Vari Hall
ECON 2,Principles of Macroeconomics,,4,M W F,3:30 PM,4:35 PM,Rm 307 Lucas Hall
ECON 3,International Economics,James Airola,4,M W F,9:15 AM,10:20 AM,Rm 309 Lucas Hall
ECON 3,International Economics,James Airola,4,M W F,10:30 AM,11:35 AM,Rm 309 Lucas Hall
ECON 3,International Economics,Rita Madarassy,4,M W F,11:45 AM,12:50 PM,Rm 308 Lucas Hall
ECON 3,International Economics,Rita Madarassy,4,M W F,1:00 PM,2:05 PM,Rm 308 Lucas Hall
ECON 3,International Economics,Rita Madarassy,4,M W F,2:15 PM,3:20 PM,Rm 308 Lucas Hall
ECON 3,International Economics,Sofia Kotsiri,4,T Th,3:50 PM,5:30 PM,Rm 209 Lucas Hall
ECON 3,International Economics,,4,T Th,8:30 AM,10:10 AM,Rm 310 Lucas Hall
ECON 3,International Economics,,4,T Th,12:10 PM,1:50 PM,Rm 214 Kenna Hall
ECON 3,International Economics,,4,T Th,2:00 PM,3:40 PM,Rm 214 Kenna Hall
FNCE 118,Real Estate Principles,Joseph Ori,5,T Th,10:20 AM,12:00 PM,Rm 104 O'Connor Hall
FNCE 124,Investments,Wen-Yao Ku,5,M W F,10:30 AM,11:35 AM,Rm 208 Lucas Hall
FNCE 124,Investments,Chinh Nguyen,5,T Th,10:20 AM,12:00 PM,Rm 116 Bergin Hall
FNCE 125,Corporate Financial Policy,Manish Tewari,5,M W F,8:00 AM,9:05 AM,Rm 207 Lucas Hall
FNCE 125,Corporate Financial Policy,Manish Tewari,5,M W F,9:15 AM,10:20 AM,Rm 207 Lucas Hall
FNCE 121S,Financial Management,Samuel Lee,5,T Th,10:20 AM,12:00 PM,Rm 205 O'Connor Hall
FNCE 121,Financial Management,Hoje Jo,5,M W F,8:00 AM,9:05 AM,Rm 135 Vari Hall
FNCE 121,Financial Management,Yunjeen Kim,5,M W F,9:15 AM,10:20 AM,
FNCE 121,Financial Management,Ye Cai,5,M W F,10:30 AM,11:35 AM,Rm 209 Lucas Hall
FNCE 121,Financial Management,Joseph Ori,5,T Th,12:10 PM,1:50 PM,Rm 104 O'Connor Hall
FNCE 121,Financial Management,Joseph Ori,5,T Th,3:50 PM,5:30 PM,Rm 206 Lucas Hall
MGMT 6,Business Ethics,Michael Santoro,4,M W,5:25 PM,7:10 PM,
MGMT 6,Business Ethics,Michael Santoro,4,M W,3:30 PM,5:15 PM,Rm 309 Lucas Hall
MGMT 6,Business Ethics,Manuel Velasquez,4,T Th,10:20 AM,12:00 PM,Rm 208 Lucas Hall
MGMT 6,Business Ethics,Manuel Velasquez,4,T Th,12:10 PM,1:50 PM,Rm 208 Lucas Hall
MGMT 6,Business Ethics,Peter Hadreas,4,T Th,2:00 PM,3:40 PM,Rm 310 Kenna Hall
MGMT 40,Foundational Knowledge of Managing for Sustainability,Lindsey Kalkbrenner,2,T,10:20 AM,12:00 PM,
MGMT 50,Professional Development Skills and Strategies Seminar,,1,W,2:15 PM,4:15 PM,
MGMT 50,Professional Development Skills and Strategies Seminar,,1,W,3:30 PM,5:30 PM,
MGMT 50,Professional Development Skills and Strategies Seminar,,1,T,3:50 PM,5:50 PM,
MGMT 50,Professional Development Skills and Strategies Seminar,,1,Th,3:50 PM,5:50 PM,
MGMT 80,Global and Cultural Environment of Business,Vahideh Abaeian,4,M W F,10:30 AM,11:35 AM,Rm 210 Lucas Hall
MGMT 80,Global and Cultural Environment of Business,Vahideh Abaeian,4,M W F,11:45 AM,12:50 PM,Rm 210 Lucas Hall
MGMT 80,Global and Cultural Environment of Business,Majid Nik Tehrani,4,T Th,5:40 PM,7:20 PM,
MGMT 80,Global and Cultural Environment of Business,Ihsen Ketata Aref,4,T Th,12:10 PM,1:50 PM,Rm 308 Lucas Hall
MGMT 80,Global and Cultural Environment of Business,Ihsen Ketata Aref,4,T Th,10:20 AM,12:00 PM,Rm 308 Lucas Hall
MGMT 80,Global and Cultural Environment of Business,Long Le,4,M W F,8:00 AM,9:05 AM,Rm 308 Lucas Hall
MGMT 160,Management of Organizations,Christina Johnson,5,M W,3:30 PM,5:15 PM,Rm 209 Lucas Hall
MGMT 160,Management of Organizations,Keyvan Kashkooli,5,T Th,12:10 PM,1:50 PM,Rm 307 Lucas Hall
MGMT 160,Management of Organizations,Keyvan Kashkooli,5,T Th,10:20 AM,12:00 PM,Rm 307 Lucas Hall
MGMT 160,Management of Organizations,Keyvan Kashkooli,5,T Th,2:00 PM,3:40 PM,Rm 307 Lucas Hall
MGMT 160,Management of Organizations,Esther Sackett,5,T Th,2:00 PM,3:40 PM,Rm 133 Vari Hall
MGMT 160,Management of Organizations,Esther Sackett,5,T Th,3:50 PM,5:30 PM,Rm 133 Vari Hall
MKTG 181,Principles of Marketing,Shunyao Yan,5,M W F,9:15 AM,10:20 AM,Rm 135 Vari Hall
MKTG 181,Principles of Marketing,Shunyao Yan,5,M W F,10:30 AM,11:35 AM,Rm 135 Vari Hall
MKTG 181,Principles of Marketing,Shunyao Yan,5,M W F,11:45 AM,12:50 PM,Rm 135 Vari Hall
MKTG 181,Principles of Marketing,Mahum Jafer Hussain,5,T Th,8:30 AM,10:10 AM,Rm 135 Vari Hall
MKTG 181,Principles of Marketing,Mahum Jafer Hussain,5,T Th,10:20 AM,12:00 PM,Rm 214 Kenna Hall
MKTG 181,Principles of Marketing,Mahum Jafer Hussain,5,T Th,2:00 PM,3:40 PM,Rm 206 Lucas Hall
MKTG 181,Principles of Marketing,Sujata Ramnarayan,5,T Th,12:10 PM,1:50 PM,Rm 207 O'Connor Hall
MKTG 186,Integrated Marketing Communication,Charles Byers,5,M W F,9:15 AM,10:20 AM,
MKTG 187,Innovation and New Product Marketing,Steve Skotzke,5,M W F,1:00 PM,2:05 PM,Rm 208 Lucas Hall
MKTG 198,Internship,Peng Liu,3-Jan,,,,
OMIS 15,Introduction to Spreadsheets,Nihal Sahan,2,Th,8:30 AM,10:10 AM,Rm 208 Lucas Hall
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,F,10:30 AM,12:00 PM,
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,F,12:10 PM,1:50 PM,
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,T,12:10 PM,1:50 PM,
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,M W,9:15 AM,10:20 AM,
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,M W,10:30 AM,11:35 AM,
OMIS 15,Introduction to Spreadsheets,Sumana Sur,2,M W,11:45 AM,12:50 PM,
OMIS 15,Introduction to Spreadsheets,Nihal Sahan,2,T,8:30 AM,10:10 AM,Rm 208 Lucas Hall
OMIS 30,Introduction to Programming,David Zimbra,4,T Th,10:20 AM,12:00 PM,Rm 209 Lucas Hall
OMIS 30,Introduction to Programming,David Zimbra,4,T Th,12:10 PM,1:50 PM,Rm 209 Lucas Hall
OMIS 30,Introduction to Programming,David Zimbra,4,T Th,2:00 PM,3:40 PM,Rm 209 Lucas Hall
OMIS 34,Science,Xuan Tan,4,M W F,9:15 AM,10:20 AM,Rm 308 Lucas Hall
OMIS 34,Science,Xuan Tan,4,M W F,10:30 AM,11:35 AM,Rm 308 Lucas Hall
OMIS 34,Science,Xuan Tan,4,M W F,1:00 PM,2:05 PM,Rm 310 Lucas Hall
OMIS 34,Science,Bikui Chen,4,M W F,2:15 PM,3:20 PM,Rm 208 Lucas Hall
OMIS 34,Science,Dinkar Jain,4,M W,3:30 PM,5:15 PM,
OMIS 34,Science,Hasan Alkhatib,4,T Th,12:10 PM,1:50 PM,Rm 163 Graham Hall
OMIS 34,Science,Sumana Sur,4,T Th,2:00 PM,3:40 PM,Rm 104 Kenna Hall
OMIS 40,Statistics and Data Analysis I,Homi Fatemi,4,T Th,8:30 AM,10:10 AM,Rm 210 Lucas Hall
OMIS 40,Statistics and Data Analysis I,Homi Fatemi,4,T Th,12:10 PM,1:50 PM,Rm 210 Lucas Hall
OMIS 40,Statistics and Data Analysis I,Homi Fatemi,4,T Th,10:20 AM,12:00 PM,Rm 210 Lucas Hall
OMIS 40,Statistics and Data Analysis I,Thunyarat Amornpetchkul,4,M W F,1:00 PM,2:05 PM,Rm 135 Vari Hall
OMIS 40,Statistics and Data Analysis I,Thunyarat Amornpetchkul,4,M W F,2:15 PM,3:20 PM,Rm 135 Vari Hall
OMIS 40,Statistics and Data Analysis I,Thunyarat Amornpetchkul,4,M W F,3:30 PM,4:35 PM,Rm 135 Vari Hall
OMIS 41,Statistics and Data Analysis II,,4,T Th,10:20 AM,12:00 PM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
OMIS 41,Statistics and Data Analysis II,,4,T Th,12:10 PM,1:50 PM,Rm 107 O'Connor Hall
OMIS 41,Statistics and Data Analysis II,Homi Fatemi,4,M W F,8:00 AM,9:05 AM,Rm 210 Lucas Hall
OMIS 41,Statistics and Data Analysis II,Homi Fatemi,4,M W F,9:15 AM,10:20 AM,Rm 210 Lucas Hall
OMIS 41,Statistics and Data Analysis II,Richard Schaffzin,4,T Th,12:10 PM,1:50 PM,Rm 309 Lucas Hall
OMIS 41,Statistics and Data Analysis II,Richard Schaffzin,4,T Th,2:00 PM,3:40 PM,Rm 309 Lucas Hall
OMIS 41,Statistics and Data Analysis II,Richard Schaffzin,4,T Th,3:50 PM,5:30 PM,Rm 309 Lucas Hall
OMIS 105,Database Management Systems,,5,T Th,2:00 PM,3:40 PM,Rm 304 Kenna Hall
OMIS 105,Database Management Systems,,5,T Th,12:10 PM,1:50 PM,Rm 019 Sobrato Residence
OMIS 106,Systems Analysis and Design,Yu-Wei Lin,5,T Th,2:00 PM,3:40 PM,Rm 164 Graham Hall
OMIS 107,Systems Programming,Michele Samorani,5,T Th,10:20 AM,12:00 PM,RM 1302 Sobrato Campus for Discovery and Innovation (STEM)
OMIS 111,Computer Comm Systems,Nihal Sahan,5,T Th,12:10 PM,1:50 PM,Rm 102 Alameda hall
OMIS 114,Data Science with Python,Wilson Lin,5,M W,3:30 PM,5:15 PM,Rm 306 Lucas Hall
OMIS 108,Operations Management,Hussein El Hajj,5,T Th,2:00 PM,3:40 PM,Rm 218 Kenna Hall
OMIS 108,Operations Management,Hussein El Hajj,5,T Th,12:10 PM,1:50 PM,Rm 218 Kenna Hall
OMIS 108,Operations Management,Hussein El Hajj,5,T Th,10:20 AM,12:00 PM,Rm 218 Kenna Hall
OMIS 108,Operations Management,Xiaoyan Liu,5,M W F,10:30 AM,11:35 AM,Rm 129 Vari Hall
OMIS 108,Operations Management,Xiaoyan Liu,5,M W F,2:15 PM,3:20 PM,Rm 310 Lucas Hall
OMIS 108,Operations Management,Xiaoyan Liu,5,M W F,9:15 AM,10:20 AM,Rm 129 Vari Hall
OMIS 108,Operations Management,Xiaoyan Liu,5,M W F,3:30 PM,4:35 PM,Rm 310 Lucas Hall
FNCE 143,Entrepreneurial Finance,Hoje Jo,5,M W F,9:15 AM,10:20 AM,
FNCE 170,Business Valuation,Karl Motey,5,T Th,12:10 PM,1:50 PM,Rm 216 Kenna Hall
FNCE 186,Applying Financial Models to Financial Data,Chinh Nguyen,5,M W F,2:15 PM,3:20 PM,Rm 306 Lucas Hall
FNCE 197,Investment Banking Fundamentals,Samuel Lee,5,T Th,8:30 AM,10:10 AM,
FNCE 198,Internship,Meir Statman,5,,,,
MGMT 110,Global Microfinance for Entrepreneurial Development,Long Le,5,M W F,10:30 AM,11:35 AM,Rm 019 Sobrato Residence
MGMT 181,Conscientious Capitalism,Byron Adams,5,T Th,2:00 PM,3:40 PM,Rm 109 Kenna Hall
MKTG 168,Adv Retail Studies Seminar,Wei Shi,5,T Th,10:20 AM,12:00 PM,Rm 206 Lucas Hall
MKTG 168,Adv Retail Studies Seminar,Wei Shi,5,T Th,12:10 PM,1:50 PM,Rm 206 Lucas Hall
MKTG 175,Internet Marketing and E-Commerce,Patrick Williams,5,T Th,8:30 AM,10:10 AM,Rm 206 Lucas Hall
MKTG 175,Internet Marketing and E-Commerce,Patrick Williams,5,T Th,2:00 PM,3:40 PM,Rm 207 Lucas Hall
MKTG 177,Social Media Marketing,Sriram Sundararajan,5,T Th,12:10 PM,1:50 PM,Rm 206 O'Connor Hall
ETHN 59,Feminist Approaches to Disability Studies,,4,,,,
ETHN 133,Malcolm and Martin,Anthony Hazard,5,T Th,3:50 PM,5:30 PM,
ETHN 153,Minority Politics in the United States,James Lai,5,T Th,2:00 PM,3:40 PM,
ETHN 155,Racism in the United States,Sakina Hughes,5,M W F,3:30 PM,4:35 PM,RM 2302 Sobrato Campus for Discovery and Innovation (STEM)
ETHN 166,Race and Religion in the United States,,5,,,,
ETHN 166,Race and Religion in the United States,,5,,,,
ETHN 166,Race and Religion in the United States,,5,T Th,12:10 PM,1:50 PM,Rm 104 Kenna Hall
ETHN 155,Racism in the United States,,5,,,,
ETHN 167,Race and Inequality,,5,,,,
ETHN 170,Immigrant Entrepreneurship and Experiences,Di Di,5,T Th,2:00 PM,3:40 PM,
HIST 27,Public and Digital History,Megan Gudgeirsson,4,M W F,1:00 PM,2:05 PM,Rm 108 Alameda hall
HIST 40,Biography and Autobiography in the African Experience: Exploring African Lives and Writing,Harry Odamtten,4,M W,3:30 PM,5:15 PM,Rm 302 Alumni Science Hall
HIST 60,Race and Immigration in the United States,Sonia Gomez,4,M W F,2:15 PM,3:20 PM,Rm 119 Music And Dance
HIST 79,Technology: Steam to Cyborgs,Matthew Newsom Kerr,4,T Th,12:10 PM,1:50 PM,Commons Mclaughlin-Walsh Residence Hall
HIST 127,Public and Digital History,Megan Gudgeirsson,5,M W F,1:00 PM,2:05 PM,Rm 109 O'Connor Hall
HIST 138S,Gender and Rights in the Mod Era,Barbara Molony,5,W,3:30 PM,6:30 PM,
HIST 140,Biography and Autobiography in the African Experience: Exploring African Lives and Writing,Harry Odamtten,5,M W,3:30 PM,5:15 PM,Rm 103 O'Connor Hall
HIST 160,Race and Immigration in the United States,Sonia Gomez,5,M W F,2:15 PM,3:20 PM,Commons Mclaughlin-Walsh Residence Hall
HIST 168,Malcolm and Martin,Anthony Hazard,5,T Th,3:50 PM,5:30 PM,
HIST 179,History of Technology - Steam to Cyborgs,Matthew Newsom Kerr,5,T Th,12:10 PM,1:50 PM,Rm 101 Alameda hall
HIST 187,The American West,,5,,,,
HIST 187,The American West,,5,M W F,3:30 PM,4:35 PM,
MATH 51,Discrete Mathematics,Byron Walden,4,M W F,1:00 PM,2:05 PM,
MATH 51,Discrete Mathematics,Sarah McGinley,4,M W F,10:30 AM,11:35 AM,
MATH 51,Discrete Mathematics,,4,M W F,8:00 AM,9:05 AM,
